"Intake24 food code","English description","Local description","Source locale","FCT","FCT record ID","Sub group code","Energy (kcal) (kcal)","Energy (kJ) (kJ)","Water (g)","Total nitrogen (g)","Nitrogen conversion factor (g)","Protein (g)","Carbohydrate (g)","Englyst fibre (g)","Alcohol (g)","Starch (g)","Total sugars (g)","Non-milk extrinsic sugars (g)","Intrinsic and milk sugars (g)","Glucose (g)","Fructose (g)","Sucrose (g)","Maltose (g)","Lactose (g)","Other sugars (UK) (g)","Fat (g)","Satd FA (g)","Cis-Mon FA (g)","Cis-n3 FA (g)","Cis-n6 FA (g)","Trans FA (g)","Cholesterol (g)","Retinol (g)","Total carotene (g)","Alpha-carotene (g)","Beta-carotene (g)","Beta cryptoxanthin (g)","Vitamin A (g)","Vitamin D (g)","Thiamin (g)","Riboflavin (g)","Niacin (g)","Tryptophan/60 (g)","Niacin equivalent (g)","Vitamin C (g)","Vitamin E (g)","Vitamin B6 (g)","Vitamin B12 (g)","Folate (g)","Pantothenic acid (g)","Biotin (g)","Sodium (g)","Potassium (g)","Calcium (g)","Magnesium (g)","Phosphorus (g)","Iron (g)","Haem iron (g)","Non-haem iron (g)","Copper (g)","Zinc (g)","Chloride (g)","Iodine (g)","Manganese (g)","Selenium (g)","AOAC (g)","FS Table sugar (g)","FS Other Added Sugar (g)","FS Honey (g)","FS Fruit Juice (g)","FS Dried Fruit (g)","FS Fruit Puree (g)","FS Stewed Fruit (g)","FS Vegetable Puree (g)","Total FS (g)","Fruit (g)","Dried fruit (g)","Fruit juice (g)","Smoothie fruit (g)","Tomatoes (g)","Tomato puree (g)","Brassicaceae (g)","Yellow Red Green (g)","Beans (g)","Nuts (g)","Other Vegetables (g)","Beef (g)","Lamb (g)","Pork (g)","Processed Red Meat (g)","Other Red Meat (g)","Burgers (g)","Sausages (g)","Offal (g)","Poultry (g)","Processed Poultry (g)","Game Birds (g)","White Fish (g)","Oily Fish (g)","Canned Tuna (g)","Shellfish (g)","Cottage Cheese (g)","Cheddar Cheese (g)","Other Cheese (g)"
"OPWW","Fisherman's pie/ocean pie, ready meal, reduced fat","Fisherman's pie/ocean pie, ready meal, reduced fat","UK_V2_2022","UK_NDB_1","10296","34C","70.0","296.0","81.8","0.7","6.25","4.4","10.1","0.6","0.0","8.4","1.7","0.0","1.7","0.1","0.1","0.2","0.0","1.3","0.0","1.5","0.89","0.32","0.02","0.04","0.04","11.0","20.0","17.0","0.0","17.0","0.0","23.0","0.05","0.12","0.06","0.6","1.0","1.6","4.5","0.1","0.1","0.5","11.0","0.3","1.0","304.0","248.0","38.0","15.0","77.0","0.3","0.0","0.3","0.05","0.3","497.0","22.0","0.07","5.0","0.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0"
"ORCO","Oat and raisin cookie","Cookies e.g. oat and raisin/sultana","UK_V2_2022","UK_NDB_1","10061","7A","447.0","1881.0","1.8","0.9","5.83","5.5","67.8","2.0","0.0","34.2","33.6","32.4","1.2","0.3","0.3","33.0","0.0","0.0","0.0","19.0","10.0","6.23","0.05","1.73","0.04","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.17","0.02","1.3","1.2","2.5","0.0","2.7","0.1","0.0","9.0","0.4","2.0","240.0","155.0","95.0","20.0","106.0","1.6","0.0","1.6","0.12","0.7","226.0","0.0","0.64","3.0","2.7","21.5","4.7","0.0","0.0","6.8","0.0","0.0","0.0","26.2","0.0","14.5","1.84","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"ORDR","Orange squash, no added sugar, diluted","Orange squash / juice, no added sugar, diluted","UK_V2_2022","UK_NDB_1","11577","58A","1.0","2.0","99.6","0.0","6.25","0.0","0.2","0.0","0.0","0.0","0.2","0.2","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.0","0.0","38.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","0.0","0.0","0.0","0.0","0.0","0.0","16.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.1","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OREG","Oregano","Oregano","UK_V2_2022","UK_NDB_1","10297","50R","322.0","1360.0","7.2","1.8","6.25","11.0","49.5","22.0","0.0","8.5","41.0","0.0","41.0","28.5","11.2","1.3","0.0","0.0","0.0","10.3","2.7","0.7","3.8","1.4","0.0","0.0","0.0","4140.0","0.0","4110.0","60.0","690.0","0.0","0.34","0.32","6.2","2.6","8.8","0.0","18.8","1.2","0.0","0.0","1.6","2.0","15.0","1670.0","1580.0","270.0","200.0","44.0","0.0","44.0","0.94","4.4","104.0","9.0","1.4","4.0","42.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OREO","Oreos, including supermarket brands","Oreos, including supermarket brands","UK_V2_2022","UK_NDB_1","11419","7A","479.0","2014.0","2.2","0.9","5.7","5.2","74.1","2.3","0.0","35.2","38.9","36.5","2.3","2.1","0.0","35.4","0.0","1.4","0.0","20.0","5.9","3.9","0.06","2.13","0.02","3.0","0.0","13.0","0.0","13.0","0.0","2.0","0.0","0.16","0.05","1.6","1.1","2.7","0.0","2.1","0.1","0.0","11.0","0.6","3.0","296.0","253.0","118.0","29.0","102.0","2.2","0.0","2.2","0.2","0.6","299.0","8.0","0.72","2.0","3.0","34.9","1.7","0.0","0.0","0.0","0.0","0.0","0.0","36.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"ORGS","Orange","Orange","UK_V2_2022","UK_NDB_1","2092","40B","36.0","152.0","87.0","0.1","6.25","0.8","8.2","1.7","0.0","0.0","8.2","0.0","8.2","2.0","2.2","4.0","0.0","0.0","0.0","0.2","0.04","0.04","0.02","0.06","0.0","0.0","0.0","55.0","0.0","6.0","98.0","9.0","0.0","0.22","0.03","0.5","0.1","0.6","52.4","0.4","0.1","0.0","33.0","0.3","1.0","1.0","122.0","24.0","8.0","16.0","0.1","0.0","0.1","0.03","0.0","73.0","1.0","0.02","0.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"ORJB","Freshly squeezed orange juice, 100% juice","Freshly squeezed orange juice, 100% juice","UK_V2_2022","UK_NDB_1","2339","45R","36.0","153.0","87.7","0.1","6.25","0.9","8.6","0.2","0.0","0.0","8.6","8.6","0.0","2.0","2.4","4.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40.0","0.0","16.0","48.0","7.0","0.0","0.28","0.02","0.4","0.0","0.4","39.7","0.2","0.1","0.0","22.0","0.2","1.0","1.0","158.0","8.0","9.0","15.0","0.1","0.0","0.1","0.03","0.0","65.0","1.0","0.02","0.0","0.1","0.0","0.0","0.0","8.6","0.0","0.0","0.0","0.0","8.6","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"ORNS","Chicken noodle soup","Chicken noodle soup","UK_V2_2022","UK_NDB_1","2467","50C","26.0","110.0","93.7","0.2","6.25","1.1","4.9","0.3","0.0","4.3","0.6","0.6","0.1","0.0","0.0","0.2","0.0","0.0","0.3","0.3","0.1","0.14","0.01","0.05","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.01","0.3","0.1","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","200.0","17.0","5.0","4.0","17.0","0.2","0.1","0.2","0.01","0.1","298.0","5.0","0.05","0.0","0.3","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"ORPE","Orange peel/zest","Orange peel/zest","UK_V2_2022","UK_NDB_1","10730","40B","62.0","263.0","75.9","0.2","6.25","1.5","14.4","8.0","0.0","0.0","14.4","0.0","14.4","6.0","6.0","2.4","0.0","0.0","0.0","0.2","0.02","0.04","0.02","0.04","0.0","0.0","0.0","125.0","0.0","125.0","0.0","21.0","0.0","0.12","0.1","0.9","0.0","0.9","136.0","0.3","0.2","0.0","30.0","0.5","1.0","3.0","212.0","161.0","22.0","21.0","0.8","0.0","0.8","0.09","0.3","5.0","1.0","0.0","1.0","10.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OSQB","Orange squash, hi juice, diluted","Orange squash, high juice, with ADDED SUGAR, diluted","UK_V2_2022","UK_NDB_1","11576","57A","19.0","81.0","90.4","0.0","6.25","0.0","5.0","0.0","0.0","0.0","5.0","5.0","0.0","2.0","1.9","1.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.3","0.0","0.0","0.0","1.0","0.0","0.0","0.0","22.0","3.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","0.1","0.0","0.7","0.0","0.0","0.0","0.0","5.0","0.0","0.0","10.46","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OTBM","Oatibix minis","Oatibix minis","UK_V2_2022","UK_NDB_1","8103","5R","387.0","1641.0","3.2","2.2","5.83","13.0","70.2","5.5","0.0","66.9","3.4","0.0","3.4","0.0","0.0","3.4","0.0","0.0","0.0","8.0","1.3","3.06","0.08","3.05","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.88","0.05","0.7","2.8","3.5","0.0","0.7","0.3","0.0","29.0","0.4","21.0","112.0","381.0","49.0","119.0","404.0","3.7","0.0","3.7","0.4","2.6","214.0","0.0","3.82","3.0","7.3","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OTBX","Oatibix","Oatibix","UK_V2_2022","UK_NDB_1","8103","5R","387.0","1641.0","3.2","2.2","5.83","13.0","70.2","5.5","0.0","66.9","3.4","0.0","3.4","0.0","0.0","3.4","0.0","0.0","0.0","8.0","1.3","3.06","0.08","3.05","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.88","0.05","0.7","2.8","3.5","0.0","0.7","0.3","0.0","29.0","0.4","21.0","112.0","381.0","49.0","119.0","404.0","3.7","0.0","3.7","0.4","2.6","214.0","0.0","3.82","3.0","7.3","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OTCA","Oatcakes / Oat cakes","Oatcakes / Oat cakes","UK_V2_2022","UK_NDB_1","267","7A","432.0","1819.0","4.1","1.7","5.83","10.1","61.1","6.9","0.0","60.2","0.9","0.9","0.0","0.0","0.0","0.2","0.6","0.0","0.0","18.1","4.05","9.11","0.22","3.57","0.01","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.32","0.09","0.7","2.2","2.9","0.0","2.5","0.1","0.0","26.0","1.0","17.0","510.0","359.0","57.0","4.0","366.0","3.8","0.0","3.8","0.35","2.0","536.0","1.0","3.9","9.0","9.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OXLI","Ox Liver","Ox Liver","UK_V2_2022","UK_NDB_1","8798","28R","185.0","770.0","62.6","4.0","7.44","25.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.3","3.4","1.49","0.17","1.79","0.0","321.0","16905.0","1833.0","0.0","1833.0","0.0","17210.0","1.31","0.22","2.95","16.0","5.4","17.0","21.9","0.4","0.8","104.8","275.0","7.7","35.0","96.0","381.0","7.0","23.0","429.0","8.3","3.3","5.0","2.98","4.8","107.0","15.0","0.44","50.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OXSC","Oxtail soup, canned","Oxtail soup, canned","UK_V2_2022","UK_NDB_1","2473","50C","40.0","169.0","88.5","0.3","6.25","1.9","6.3","0.4","0.0","5.0","1.4","1.4","0.0","0.3","0.3","0.8","0.0","0.0","0.0","1.1","0.44","0.5","0.01","0.03","0.05","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.03","0.7","0.5","1.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","240.0","93.0","40.0","6.0","37.0","1.0","0.4","0.6","0.04","0.4","270.0","1.0","0.1","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","1.3","0.0","0.0","0.0","0.0","0.0","5.0","0.0","3.75","0.0","0.0","0.82","2.67","0.0","0.0","0.0","0.0","0.0","0.0","2.73","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OXTL","Oxtail","Oxtail","UK_V2_2022","UK_NDB_1","1206","32B","243.0","1014.0","53.9","4.9","6.25","30.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.4","5.63","6.37","0.16","0.25","0.0","110.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.28","3.3","6.5","9.8","0.0","0.5","0.1","2.0","9.0","0.9","2.0","190.0","170.0","14.0","18.0","140.0","3.8","1.5","2.3","0.27","8.8","270.0","6.0","0.04","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OYSS","Oyster sauce","Oyster sauce","UK_V2_2022","UK_NDB_1","2438","50R","80.0","340.0","63.2","0.6","6.25","3.9","16.9","0.0","0.0","0.0","16.9","16.9","0.0","7.5","1.4","6.9","0.0","1.1","0.0","0.1","0.02","0.01","0.01","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.04","1.8","0.8","2.6","0.0","0.9","0.2","4.8","11.0","0.3","0.0","4160.0","94.0","25.0","50.0","211.0","2.4","1.0","1.4","0.48","1.4","6100.0","5.0","0.18","4.0","0.6","16.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.33","0.0","0.0","0.0"
"OYST","Oysters","Oysters","UK_V2_2022","UK_NDB_1","1571","34F","55.0","232.0","85.7","1.7","6.25","10.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.24","0.19","0.33","0.05","0.0","57.0","75.0","0.0","0.0","0.0","0.0","75.0","1.0","0.15","0.19","1.8","2.3","4.1","0.0","0.9","0.2","17.0","7.0","0.4","10.0","510.0","260.0","140.0","42.0","210.0","5.7","2.3","3.4","7.5","59.2","820.0","60.0","0.33","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0"
"PABR","Patatas bravas","Patatas bravas","UK_V2_2022","UK_NDB_1","5980","39B","129.0","543.0","70.1","0.3","7.82","2.2","21.0","1.2","0.0","20.0","1.0","0.0","1.0","0.4","0.4","0.2","0.0","0.0","0.0","4.6","2.91","1.09","0.05","0.12","0.16","12.0","53.0","33.0","0.0","33.0","0.0","58.0","0.05","0.25","0.0","0.6","0.5","1.1","11.0","0.1","0.1","0.0","22.0","0.5","0.0","36.0","438.0","8.0","22.0","38.0","0.4","0.0","0.4","0.07","0.2","148.0","4.0","0.14","0.0","1.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PACS","Pasta with a cheese-based sauce","Pasta with a cheese-based sauce","UK_V2_2022","UK_NDB_1","819","1E","171.0","716.0","63.7","1.2","6.72","7.5","17.7","1.2","0.0","15.3","2.4","0.0","2.4","0.0","0.0","0.0","0.2","2.2","0.0","8.3","4.25","2.48","0.14","0.45","0.24","17.0","83.0","47.0","0.0","47.0","0.0","91.0","0.3","0.02","0.18","0.5","1.9","2.4","0.5","0.7","0.1","0.7","10.0","0.6","2.0","279.0","111.0","176.0","19.0","152.0","0.4","0.0","0.4","0.12","1.0","456.0","20.0","0.17","4.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.6","0.0"
"PAFR","Passion fruit","Passion fruit","UK_V2_2022","UK_NDB_1","2097","40R","36.0","152.0","74.9","0.4","6.25","2.6","5.8","3.3","0.0","0.0","5.8","0.0","5.8","2.2","1.9","1.7","0.0","0.0","0.0","0.4","0.16","0.04","0.04","0.04","0.0","0.0","0.0","750.0","410.0","360.0","370.0","125.0","0.0","0.03","0.12","1.5","0.4","1.9","23.0","0.4","0.1","0.0","8.0","0.2","0.0","19.0","200.0","11.0","29.0","64.0","1.3","0.0","1.3","0.06","0.8","18.0","0.0","0.1","1.0","4.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PALE","Beer, non premium bitters (e.g. pale ale, mild)","Beer, non premium bitters (e.g. pale ale, mild)","UK_V2_2022","UK_NDB_1","8335","49A","30.0","124.0","93.9","0.1","6.25","0.3","2.2","0.0","2.9","0.0","2.2","2.2","0.0","0.0","0.0","0.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.2","0.2","0.4","0.0","0.0","0.1","0.0","5.0","0.1","1.0","6.0","32.0","8.0","7.0","14.0","0.1","0.0","0.1","0.01","0.1","24.0","8.0","0.03","0.0","0.0","0.0","0.0","0.0","2.2","0.0","0.0","0.0","0.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PALM","Palm oil","Palm oil","UK_V2_2022","UK_NDB_1","11322","20C","899.0","3696.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99.9","47.8","37.1","0.2","9.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","33.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PANC","Scotch pancake/drop scone","Scotch pancake/drop scone","UK_V2_2022","UK_NDB_1","6975","8D","274.0","1160.0","37.0","1.1","5.7","6.3","52.6","1.3","0.0","34.4","18.2","12.0","6.2","1.7","1.4","11.9","0.0","3.1","0.0","5.7","0.6","2.75","0.63","1.64","0.05","21.0","102.0","0.0","0.0","0.0","0.0","102.0","0.6","0.16","0.08","0.8","1.6","2.4","0.0","1.3","0.1","0.0","6.0","0.3","1.0","400.0","233.0","84.0","20.0","240.0","1.0","0.0","1.0","0.1","0.4","431.0","10.0","0.25","3.0","1.7","10.4","5.2","0.0","0.0","0.0","0.0","0.0","0.0","15.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PAND","Bacon, streaky, smoked, grilled","Bacon, streaky, smoked, grilled","UK_V2_2022","UK_NDB_1","8244","22B","337.0","1400.0","44.0","3.8","6.25","23.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.9","9.78","11.34","0.39","3.29","0.1","90.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.71","0.17","6.3","4.3","10.6","0.0","0.1","0.4","0.8","8.0","1.2","4.0","1675.0","330.0","9.0","20.0","180.0","0.8","0.3","0.5","0.15","2.5","2625.0","6.0","0.01","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PANE","Paneer cheese","Paneer cheese","UK_V2_2022","UK_NDB_1","6980","14R","327.0","1360.0","46.8","4.1","6.38","26.0","0.9","0.0","0.0","0.0","0.9","0.0","0.9","0.0","0.0","0.0","0.0","0.9","0.0","24.5","15.43","6.16","0.12","0.43","1.27","92.0","248.0","34.0","0.0","34.0","0.0","254.0","0.1","0.03","0.2","0.1","7.7","7.8","0.0","0.4","0.0","0.3","25.0","0.2","5.0","19.0","69.0","537.0","23.0","383.0","0.0","0.0","0.0","0.0","3.2","490.0","11.0","0.02","0.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0"
"PANN","Panna cotta","Panna cotta","UK_V2_2022","UK_NDB_1","3805","15C","267.0","1121.0","49.2","0.4","6.38","2.6","37.4","0.9","0.0","15.5","21.8","19.5","2.3","8.4","0.0","6.7","0.1","2.3","4.3","12.9","9.8","1.86","0.09","0.21","0.6","38.0","159.0","88.0","0.0","88.0","0.0","173.0","0.61","0.02","0.12","0.0","0.6","0.6","0.9","0.6","0.0","0.2","4.0","0.2","1.0","41.0","84.0","66.0","7.0","58.0","0.2","0.0","0.2","0.04","0.1","62.0","20.0","0.0","0.0","1.2","11.9","7.0","0.0","0.0","0.0","0.2","0.0","0.0","19.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PANT","Panettone","Panettone","UK_V2_2022","UK_NDB_1","8123","8D","256.0","1089.0","33.2","1.3","5.7","7.4","53.9","2.4","0.0","31.5","22.5","10.7","11.8","11.5","9.8","0.0","1.2","0.0","0.0","2.7","0.7","1.3","0.11","0.54","0.06","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.22","0.11","2.1","1.4","3.5","0.9","0.4","0.1","0.0","12.0","0.3","5.0","160.0","200.0","86.0","26.0","93.0","1.6","0.0","1.6","0.24","0.7","240.0","12.0","0.43","0.0","3.2","1.4","1.5","0.0","0.0","18.7","0.0","0.0","0.0","2.9","0.0","21.86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PAPR","Paprika","Paprika","UK_V2_2022","UK_NDB_1","9225","50R","307.0","1291.0","9.5","2.4","6.25","14.8","34.9","23.0","0.0","23.4","11.5","0.0","11.5","5.6","5.9","0.0","0.0","0.0","0.0","13.0","2.1","1.23","0.9","7.42","0.0","0.0","0.0","36250.0","0.0","36250.0","0.0","6042.0","0.0","0.65","1.74","15.3","3.1","18.4","0.0","2.7","0.4","0.0","0.0","1.3","7.0","34.0","2340.0","180.0","190.0","350.0","23.6","0.0","23.6","0.61","4.1","40.0","2.0","0.8","4.0","37.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
